date,0,1,2,3,4,5,6,7,8,9
2006-02-01,-11.753498718447645,0.21749870446256997,-0.2020341962370658,-0.07185602712144827,-0.16714691525029973,0.32743829758107845,-0.4337574095447788,0.6855353578368469,-0.6179148669498993,0.06865037295424582
2006-03-01,-11.756243238158326,-0.19836627282474878,-0.8198568217823947,-0.5957934548437942,-0.8017174434209923,0.8504718635947075,-0.8164169260800127,0.7178072079896141,0.037824723206302785,-0.6845390684594428
2006-04-01,182.9205538305414,0.49511667036838397,-0.46564568010512725,0.6500521169529356,-0.22800517345518495,0.40159493862723344,-0.6450238631330245,0.2672683354042488,0.138226651039295,-0.5747208749136049
2006-05-01,-11.739463842633107,0.015276120416740924,-0.6762485264630095,1.267354018912926,-0.7797757024918338,-2.7341618620706356,-2.2156286330911943,0.3838278976536066,0.7435735990646437,0.16919279567891554
2006-06-01,-11.752398621316992,-0.3715454859469106,-0.33156622705812205,0.06479191405682586,-0.5564194914753497,-0.42355989379594655,-1.0053340235429375,0.23291441304021535,0.4950499157223331,0.34864350502635055
2006-07-01,78.92391643538903,0.5061082839859539,-0.1429341164586997,0.5786829303291028,-0.18978802042656923,-1.8515697887631961,-0.5401126673308266,0.5063241849609423,-0.6887669521013784,-0.4172171483616113
2006-08-01,-11.747253759625465,-0.1745413262664007,0.4627945168320994,1.0612354481183268,-1.1715022430016655,-0.3544270494379003,-0.4511951789666053,-0.5600628078790411,0.28324888555487354,0.25115588797351734
2006-09-01,-11.75612278256521,-1.7434130971742976,1.290396271020373,-0.01756892510763232,-0.5321485483308729,-0.22032526502663224,-0.17927937513708744,-0.21399967088970434,0.27209100193333835,0.9471923374840415
2006-10-01,158.91634484079464,-0.31086498218531766,-0.9462115115142483,-0.9639929553596113,-0.4070709555584517,-1.8329172436443264,-0.1260981197647085,-1.0061925549337576,-0.35467825222478716,-1.380822408090799
2006-11-01,-11.743613855313662,-0.05387874622104544,0.6253210014102006,1.3877409514175079,-0.2903263418537869,-1.7314741025313394,-0.5579322814711346,-0.27826469103360435,1.1824484277617056,-0.21701743457688372
2006-12-01,-11.74032182757635,-0.054165027752376804,0.6756598870873479,0.9291196537527613,-0.2415179230562174,-2.9927974632100964,-0.7900633392324486,-0.26217058276642785,0.06501027151241309,-1.47179053817551
2007-01-01,4.250786039764009,0.20740718962908772,-1.6683667380564442,0.0746012328549036,0.3252618241697704,-1.3862873734211332,-1.066839076409096,0.8564763015217853,-0.012048876989175894,-0.08532359964125832
2007-02-01,-11.74867020988874,-0.4417426387470781,-0.050018637982764444,1.4460754253323858,-0.5266790936521457,0.5077379553849886,-1.3673200154819816,0.7118874157651709,1.2217483467875052,1.1787050644032784
2007-03-01,-11.747402576579718,-0.2503448501078888,-2.044057109568544,0.2575124472001548,-1.2706162453936007,-0.8170772981324468,-1.2784200538506059,0.7751510375383603,0.19800173170485036,-0.6484190565575854
2007-04-01,66.9104311586637,-0.27206579100407946,-0.058800930867237436,-0.6306968449160967,1.116945174159911,-0.536130525860266,-0.9271096378858433,0.21245837020101396,0.6084830458269765,0.04764795252831637
2007-05-01,-11.744850167112311,0.15253685663582567,-0.0780672206007995,1.7144253281852735,-0.900040534566651,0.0892753936805696,-1.1406985375006307,-0.35644142957875635,-0.17465142194523064,1.3278197301596935
2007-06-01,-11.746746265819697,-0.2614885008059602,-0.8532269689686728,0.834389029488068,-0.3241996270901878,-0.3296324767215126,-0.5111069566031371,0.5297355089963216,-0.048936662336976924,-1.2152408087853332
2007-07-01,48.24705503171978,-0.5760555096470653,-0.011459814912457456,-0.640305532213337,0.6607624193783191,-1.0422064823892943,-1.0072165506589277,0.3362200448050153,-0.2808795864739504,-0.6200959385159749
2007-08-01,-11.749774509389706,-0.13110241574451048,-1.0552296638870553,0.2781825997669419,-1.8066991200815206,-0.6755225291978149,0.10083587342012314,-0.512725307406668,0.2072420023562777,0.038486737031042204
2007-09-01,-11.74768145384428,-0.013566429411179692,0.13472845983659165,0.7518338998085421,0.6961017921919526,-0.9159204535323902,-0.2082474397721957,0.3375858789979468,0.6407646785769663,-1.4694772741408226
